,tokenized 
1644,"['삼', '성', '증권', '목표', '주가', '상향', '아티스트', '파른', '성장', '세']"
8550,"['코스닥', '내', '린', '장', '종료']"
1030,"['코스피', '오른', '장', '종료']"
359,"['카카오', '게임', '즈', '분기', '영업', '이익', '억원', '작년', '동기', '보다', '상승']"
3580,"['현', '대', '백화점', '작년', '영업', '이익', '천억원', '전', '년', '대비', '상승']"
4256,"['증권사', '코스피', '목표', '치', '줄줄이', '하향']"
1821,"['코스피', '우크라이나', '협상', '기', '대감', '상승세', '대', '회복', '종합']"
1169,"['오를만큼', '오른', '밀', '옥수수', '젠콩', '튀어', '오를', '차례']"
10251,"['코웨이', '분기', '영업', '이익', '하락', '매출', '천억원', '처음', '넘어', '종합']"
4196,"['이노', '텍', '영업', '이익', '첫', '조', '원', '대매출', '조천억원', '으로', '최대', '종합']"
280,"['에코', '프로비', '엠', '실적', '호전', '기대', '목표', '최고', '만원', '종합']"
10355,"['리테일', '분기', '영업', '이익', '감소', '편의점', '하락', '종합']"
6550,"['코스닥', '내', '린', '장', '종료']"
10869,"['삼', '성', '전', '자주', '지금', '바닥', '반등', '하려면', '할', '일']"
1138,"['주가', '조정', '거친', '카카오', '뱅크', '주목', '저', '점', '매수', '무관', '골드', '스탁', '재원', '으로']"
9053,"['코스닥', '오른', '개장']"
3164,"['상장', '사실', '적', '올해', '대부분', '업종', '눈높이', '낮아져운수', '반도체', '상향']"
954,"['코인', '원', '분기', '스테이', '킹', '서비스', '이용', '고객', '만', '천명', '증가']"
7439,"['코스피', '내', '린', '장', '종료']"
10203,"['골드만삭스', '주가', '상승', '확신', '주목', '할', '미국', '주식']"
9529,"['탈모', '완화', '화장품', '기대', '주가', '폭등', '상', '장사']"
5111,"['새해', '첫', '거래', '일', '코스피', '소', '폭', '상승', '마감', '대']"
5895,"['코스피', '장', '초반', '하락', '세', '선', '위협', '종합']"
5365,"['하이닉스', '목표', '잇따라', '상향', '선점', '연', '자금', '으로']"
9363,"['뉴욕증시', '주간', '실업', '지표', '개선', '상승', '최고', '마감']"
3975,"['뉴욕증시', '기술', '주', '랠리', '상승', '나스닥', '상승']"
1194,"['만', '전자', '가는줄', '알았더니', '삼', '성전', '자', '넘게', '하락']"
7398,"['美', '안도', '코스피', '대', '상승세', '장초', '반선', '회복', '종합']"
1183,"['인터내셔널', '분기', '영업', '이익', '매출', '역대', '최대', '종합']"
8071,"['코스피', '내린', '개장']"
6765,"['코스닥', '오른', '개장']"
4437,"['코스피', '장', '초반', '가까이', '하락', '대']"
5371,"['코스닥', '오른', '개장']"
10423,"['서', '울', '바이오', '시스', '분', '기사', '상', '최대', '실적', '또', '갱신']"
9445,"['코스닥', '내린', '개장']"
6348,"['블랙먼데이', '우려', '에도', '삼', '성', '전자', '하이닉스', '잘', '버텼다']"
1863,"['소', '부장', '올해', '최대', '실적', '예', '상비', '중', '확대', '무관', '골드', '스탁', '자금', '으로']"
953,"['녹스', '첨단', '소재', '비', '수기', '에도', '최대', '실적', '투자', '무관', '야', '호스', '탁', '상품', '으로']"
8103,"['달', '만배', '급등', '공매도', '투자자', '억', '손실', '본', '종목']"
4052,"['금융투자', '네이버', '올해', '수익', '성', '둔화', '목표', '하향']"
4289,"['약세', '장', '에도', '수급', '몰리는', '중소', '철강', '주', '철강', '값', '상승', '수혜', '기', '대감', '하이', '스틸', '上']"
4942,"['이틀', '간', '조', '공매도', '화학', '카뱅', '아모레', '집중', '포화']"
4022,"['폭락', '장', '놀란', '증권사', '올해', '코스피', '하단', '하향', '종합']"
3581,"['이마트', '작년', '영업', '이익', '천억원', '전', '년', '대비', '상승']"
7770,"['월초', '상승세', '기대', '종목', '총', '정리', '코콤', '조광', '페인트', '외']"
10699,"['건설', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '하락', '종합']"
4439,"['코스피', '내린', '개장']"
9852,"['코스피', '내린', '개장']"
7873,"['글로벌', '물류', '대란', '화장품', '사업', '타격', '생활', '건강', '분기', '매출', '하락', '종합']"
10102,"['텔레콤', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
10980,"['철강', '값', '상승', '한국', '조선해', '양', '적자', '전환']"
1636,"['애큐', '온', '캐피탈', '지난해', '순', '익', '천억원', '달성', '역대', '최대']"
1084,"['작년', '세계', '반도체', '시장', '상승', '대비', '무관', '골드', '스탁', '상품', '으로']"
4685,"['연초', '떨어졌지', '만월', '가시', '총', '조', '달러', '갈수', '있다', '낙관', '론']"
8576,"['뉴욕증시', '기술', '주', '하락', '약', '세', '나스닥', '하락']"
5376,"['두', '달', '올랐는데', '증권사', '더', '오른다', '입', '모은', '종목']"
9709,"['해상', '운수', '분', '기', '영업', '이익', '증가', '세', '위', '투자', '연', '자금', '으로']"
3487,"['한국', '항공우주', '산업', '작년', '영업', '이익', '억', '원전', '년', '대비', '하락']"
9620,"['코스닥', '오른', '장', '종료']"
5528,"['연말', '앞둔', '개미', '기대', '커진다', '장', '중', '삼성', '전자', '상승', '하이닉스', '강세']"
6031,"['코스피', '거래', '일', '연속', '상', '승마', '감선', '회복']"
2283,"['홍콩', '수', '하락', '지속', '면', '증권사', '운용', '손실', '불가피']"
3795,"['한국', '조선해', '양', '작년', '영업', '손실', '조천억원', '적자', '전환']"
10698,"['코스닥', '내', '린', '장', '종료']"
2805,"['대', '신', '증권', '코스피', '월', '중', '연', '저', '점', '통과', '대', '에서', '매수', '추천']"
6919,"['쿠팡', '분', '기역', '대', '최대', '조천억원', '매출', '영', '업적', '자', '천억', '종합']"
10617,"['부산', '은행', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
3917,"['코스피', '상', '승마', '감선', '회복']"
9565,"['알짜', '자산', '챙기', '고연', '배당', '받는다', '기관', '경쟁률', '역대', '최고', '갈아', '치웠다']"
2116,"['코스피', '오른', '개장']"
8586,"['폴', '더블', '무역', '분쟁', '수혜', '패스', '반등']"
2911,"['코스닥', '오른', '장', '종료']"
815,"['삼', '성', '카드', '분기', '순이익', '천억원', '전', '년', '동', '기', '대비', '상승', '종합']"
7668,"['美', '증시', '기술', '주', '강세', '로', '상승', '나스닥', '최고', '마감']"
3595,"['올해', '금리', '때문', '주가', '대세', '하락', '긴', '호흡', '으로', '첫', '금리', '인상', '살때']"
8867,"['년', '만에', '전기요금', '오른', '다한', '전장', '중', '한때', '넘게', '올라']"
9660,"['불확실', '성', '걷히는', '분기', '대비', '연', '업계', '최저', '금리', '로']"
5748,"['뉴욕증시', '결과', '앞두고', '하락', '다우', '하락']"
10477,"['한국', '투자', '증권', '분', '기', '영업', '이익', '천억원', '작년', '대비', '하락']"
8884,"['화증', '권', '반기', '실적', '사상', '최대', '베트남', '싱가포르', '영업', '탄력']"
3002,"['미국증시', '죽', '쓸', '때', '코스피', '상승', '한국', '증시', '선방', '이유']"
1391,"['뉴욕증시', '연', '준', '공격', '적', '긴축', '우려', '혼', '조', '세로', '출발']"
10922,"['반도체', '업종', '반등', '하나', '美', '시장', '서', '주가', '대', '급등']"
8198,"['롯데', '관광', '개', '발리', '오프닝', '매출', '증가', '대비', '연', '금리', '로']"
1723,"['마이크론', '깜짝', '실적', '삼성', '전자', '하이닉스', '힘', '받을까']"
2448,"['외국인', '두', '달', '째', '한국', '주식', '팔았다', '지난달', '만', '조여', '원', '순', '매도']"
2062,"['코스피', '오른', '개장']"
2935,"['와이지', '엔', '터', '빅뱅', '컴백', '에고', '성장기', '대', '대비', '무관', '골드', '스탁', '자금', '으로']"
935,"['코스닥', '오른', '장', '종료']"
2342,"['코스피', '오른', '개장']"
2424,"['영', '원', '무역', '분기', '마진', '역대', '최고', '치', '투자', '무관', '골드', '스탁', '상품', '으로']"
9047,"['역대', '급', '보복', '수요', '년', '간', '재개', '위드', '코로나', '일상', '복귀', '기', '대감', '여행', '주', '급등']"
6004,"['뉴욕증시', '오미크론', '우려', '진정', '상승', '출발']"
4861,"['단군', '이래', '최대', '공모', '규모', '엔', '솔', '공모', '주', '청약', '전략']"
8837,"['헝', '이자지', '급', '일', '홍콩', '증시', '반등', '항셍지수', '상승']"
85,"['비트코인', '만', '달러', '선', '붕괴', '음지', '지선', '만', '달러']"
6469,"['코스피', '편입', '호재', '에도', '현대', '重', '카카오', '페이', '공매도', '타깃', '우려']"
4122,"['서학', '개미', '사랑', '기술', '주', '호실', '적', '주가', '반등', '못', '이어지나']"
7900,"['코스피', '오른', '개장']"
10925,"['반도체', '수', '급난', '에도', '현대차', '분기', '매출', '첫', '조', '기아', '사상', '최대', '종합', '보']"
2297,"['선전', '봉쇄', '中', '생산', '차질', '디스플레이', '株', '수혜', '기대']"
6560,"['키움운용', '릭', '소', '글로벌', '퓨처', '모빌리티', '개', '월', '새', '가량', '상승']"
7059,"['넷마블', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '하락']"
7707,"['롯데', '정밀', '화학', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
1908,"['반도체', '차전지', '주가', '상', '승률', '쑥', '성', '장주', '단기', '반등', '주목']"
2304,"['경', '기', '위축', '우려', '감하이', '일드', '채권', '값', '하락', '세']"
326,"['동', '원', '시스템', '즈', '분기', '영업', '이익', '억원', '작년', '동', '기', '대비', '상승']"
7937,"['인터넷', '먹통', '주', '가장', '중', '하락', '전환']"
4416,"['코스피', '미국', '조기', '긴축', '우려', '에선', '으로', '털썩']"
4838,"['투자', '증권', '카카오', '실적', '실망', '목표', '하향']"
10829,"['코스피', '대', '후퇴', '마감', '외국인', '기관', '천억', '순', '매도']"
4278,"['새내기', '주', '오토', '앤', '폭락', '장', '뚫고', '나흘', '만에', '쑥']"
5934,"['외국인', '월', '한국', '주식', '약조', '원', '순', '매', '수', '달', '만에', '사자']"
9000,"['해외', '주식', '소수점', '거래', '년', '새', '배', '증가', '조', '육박']"
7976,"['증시', '약세', '장', '진입', '경', '고등', '개', '투자자', '괜찮나']"
400,"['中', '증시', '반등', '차이나', '항셍', '테크', '한주', '새', '올라']"
7367,"['현', '대', '백화점', '분', '기', '영업', '이익', '억원', '작년', '동', '기', '대비', '상승', '종합']"
4110,"['철강', '호황', '현', '대', '제', '철사', '상', '최대', '실적', '영업', '익조', '원', '매출', '조원', '종합']"
9841,"['분기', '영', '업적', '자', '롯데', '관광', '개발', '영업', '손실', '줄듯']"
10091,"['코스', '맥스', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
3073,"['한화', '시스템', '작년', '영업', '이익', '천억원', '전', '년', '대비', '상승']"
4673,"['코스피', '금리', '인상', '압박', '외인', '기관', '쌍', '매도', '휘청']"
1300,"['올', '들어', '외국인', '순', '매도', '영업', '이익', '커질', '종목', '찾아라']"
2403,"['안철수', '株', '대선', '이후', '에도', '상승', '행진']"
6227,"['뉴욕증시', '美', '오미크론', '확', '진자', '소식', '하락', '다우', '하락', '마감']"
6567,"['머스크', '자신감', '달러', '간', '테슬라', '거래', '일간', '상승']"
3798,"['현', '대미', '포', '조선', '작년', '영업', '손실', '천억원', '적자', '전환']"
6382,"['월', '상승세', '기대', '종목', '분석', '종근당', '바이오', '이브이', '첨단', '소재', '외']"
2187,"['빚투', '나선', '동학', '개미', '순', '매', '수', '상위', '종목', '손실']"
10094,"['파라다이스', '분기', '영업', '손실', '억원', '적자', '축소']"
